id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19219,0.5112609204080271,0.0008552740914838914,0.0018563593614603616,8.774881156680859e-06,0.005282745950234246,0.10676601565264741,0.26190002982752514
19220,0.3995546627762988,0.008694027925217996,0.004482921006158842,1.1974600320634426e-05,0.08103563556783071,0.2850044085019339,0.3248395112159847
19221,0.0022014096120367825,0.01383074067692848,0.01966061288485448,3.707630991684539e-05,0.0038794283210833685,0.335344217302861,0.39121422631039676
19222,0.13885728670593242,0.00034942707465668863,0.0002039994864561142,7.076917111355502e-05,0.00553831026388642,0.44618166729171477,0.3985980694044666
19223,0.00128660906688771,0.00041130889555081275,0.00032999576360490834,0.00021554731008462658,0.002350129823014955,0.6185880583813064,0.43008401758213594
19224,0.045677774883711296,0.07071287683338884,0.0008913820556738878,6.045230240238315e-06,0.001779330400133736,0.11685433281807718,0.34380786069765695
19225,0.25402370013796277,0.0006281581066508967,0.0006502515576004066,8.471230910913736e-06,0.004077568913249685,0.05111477533975851,0.596191208916744
19226,0.019809318487590603,0.19366927088226019,0.0019460653084346856,0.00010022922022447306,0.0361277903565831,0.22285143217285752,0.42859581120216894
19227,0.0012261842952687395,0.4827951802524179,0.2050829470981727,0.00013471542339364852,0.0011672076549169754,0.17850548917922004,0.33218835261885565
19228,0.29131909609144935,0.007640311607000526,0.0001641073536347027,5.2201398164676255e-06,0.0002028852739000179,0.2086321425777424,0.460553725494917
19229,0.0005869200034672137,0.00935611392805755,0.00017899891594377114,0.00012669513386365122,0.02182158103964422,0.3339057223387809,0.4653368575947234
19230,0.00013818050766558265,0.0002565115323893547,0.9543525127250546,4.6825249766531145e-06,8.087540211659964e-05,0.0012959633145567344,0.06277401317419304
19231,0.00013818050766558265,0.0002571637241354669,0.9667704193954254,5.105595052764239e-06,6.214585161260737e-05,0.001098010725482151,0.04421954351565843
19232,0.053093822278468865,0.0020835328275320077,0.00017084672738517355,6.126185265203027e-06,0.007091020126660773,0.20005760070930118,0.6613604027972481
19233,0.0013753480272712467,0.008865059359242335,0.0001980328024672892,0.0004641692419783864,0.0087839303898116,0.4492446930476835,0.3392756462096364
19234,0.0006663647148736542,0.00977432377276101,0.00018692263498096514,3.991167393003924e-05,0.0007236460471954623,0.5287038253278783,0.4288548191909083
19235,0.018282528934359995,0.0017520984369984178,0.0003523563628270529,2.043658750066358e-05,0.0009162840907933071,0.5622028550117005,0.20586818314582472
19236,0.04406367909450839,0.013584205909690882,0.0286372308025004,8.31609835899264e-06,0.036681613310794954,0.1803455610266819,0.4386470666389775
19237,0.0738114384293283,0.00038241126444935617,0.00014583441161009135,5.5298524611594513e-05,0.0006266399983009005,0.6105321908264961,0.2698812663325837
19238,0.0004744691336123046,0.5712671166970408,0.00031113500513281603,5.976346066525084e-05,0.0015836003496461004,0.2964255921711964,0.32534792105919963
19239,9.246325504803008e-05,0.00015693249297208558,0.9327404940264467,4.503656699308445e-06,5.730790374415161e-05,0.001086018287477585,0.07261055421259159
19240,0.11617694195480623,0.0005019774309484684,0.00039975419565555566,9.484989703231526e-05,0.01642886938378127,0.18768136552116113,0.6030310212541735
19241,0.0028572592580588265,0.0006943320016412975,0.0003154496194275511,2.4957945320665444e-05,0.0032710251481884323,0.44432599303062953,0.47687109485254936
19242,0.0004363114378048258,0.00017241750963779693,0.9614575948711039,6.860510176476809e-06,7.553837774017056e-05,0.0007442626764168248,0.04743874853241112
19243,0.023917389253975265,0.730411545462944,0.0005744169025209601,3.354514034427345e-05,0.001339874087563631,0.1860349438926802,0.34392494827078884
19244,0.0001453942022531492,0.00015645476111504752,0.93566546668041,4.257511624816983e-06,8.381775176943659e-05,0.001267844862827796,0.046364940339632746
19245,0.19118345707176693,0.004760945121222039,0.00022971984102483774,4.685389531049434e-06,0.0011943773927039789,0.1546537344813337,0.5732584072934389
19246,0.3517786249843343,0.014796420664601795,0.0010940707887466497,2.7744631151702205e-05,0.023516154457068967,0.121077366101632,0.40451363956345016
