id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19219,0.5461400829865527,0.0003915509486006311,0.00131665794883705,5.433746959709778e-06,0.001695501903226382,0.12775828177765106,0.36793915496755847
19220,0.29528660084323904,0.0073321619015514075,0.004751778228550859,9.754115225934094e-06,0.08241459792212048,0.15079223354333623,0.3074677576842155
19221,0.0009757897941084917,0.015586803160441023,0.043947960476998046,5.5943274005844215e-05,0.00568440277342368,0.23391499692878867,0.43990656793817556
19222,0.1163752281350474,0.0005640158890344107,0.00011072458577093025,4.4786332770610236e-05,0.005138133192101038,0.37251394523692677,0.35304524740388576
19223,0.001452762143186252,0.0002940202166005263,0.00018676055093075027,6.455204247675493e-05,0.0030007732082961798,0.627060809762919,0.4124164359120043
19224,0.05293082947838038,0.1129302591019008,0.0005512541612040831,4.972439982757053e-06,0.0040317897009243785,0.13436593946139774,0.4264995663251347
19225,0.2703010767615298,0.0006829441177224623,0.001354306380528362,8.204223767827372e-06,0.004948430351621226,0.08879320482893814,0.5982789471497093
19226,0.011561665869473924,0.14701165841238514,0.001428815640775805,0.0001102024164657531,0.015803962857983935,0.24518279505724302,0.3930807013685165
19227,0.00033953239913769433,0.5505939875581087,0.17332662803015325,7.220776023772463e-05,0.001583469882100132,0.14762175220315105,0.2722181435820346
19228,0.35310520536913953,0.0019115119419780744,0.00012748045178606444,6.1089528758371164e-06,0.00021086236739766812,0.2486438195820058,0.526898175051282
19229,0.00042618007998037867,0.023379904788314206,0.00027551038084258015,4.241952743242723e-05,0.007178874022578753,0.2951903200175946,0.4099585351533285
19230,0.00013513424702923504,0.00020649283947600102,0.9629914699415529,6.550787233000442e-06,3.392445106883096e-05,0.0009384379734308701,0.05537751592606866
19231,0.00012375824985374193,0.00019497765597789327,0.9740581898835086,6.550787233000442e-06,3.960097481071545e-05,0.0008962661370870795,0.04292994587222358
19232,0.030413293609523,0.0026183648504144643,0.0001587053082602879,4.033467873688748e-06,0.010388974038544472,0.1391645364687011,0.7134841795592565
19233,0.0016960255125948627,0.005586894092661674,0.00019259591400398003,0.00023433924677904833,0.020120455728682395,0.4386512855720696,0.44115198180606296
19234,0.0003097463010544756,0.003739728306394306,0.00030448789513312673,3.315572947394915e-05,0.0019202628816997992,0.5296753579552086,0.5056760452718623
19235,0.0159450093127158,0.002755119525075611,0.00036976153816387194,2.1037768004993194e-05,0.0006316838773587209,0.5794715391023985,0.1705725076055546
19236,0.028064947134450888,0.008479149997335836,0.03683818497713087,2.2114789839753574e-05,0.02754430838838494,0.20796974272310742,0.3922478155903891
19237,0.08349785480569606,0.00042714897025914345,9.49211637068437e-05,3.352093160193182e-05,0.0006690328867663244,0.521561230271553,0.24617406976001321
19238,0.0002130369570466681,0.588692347630229,0.00038812527197413865,4.137180686245545e-05,0.0013327459105194357,0.3454651694576433,0.38660853854187593
19239,0.000163336790911543,0.0001631534543648127,0.9307891837941105,6.265920575667919e-06,3.5487210991847895e-05,0.000978949717739734,0.07278500131027073
19240,0.14035461580066197,0.0007021983294307575,0.0003650240884601526,9.347968581080137e-05,0.012263767650286606,0.19665422264064475,0.6153015037621222
19241,0.0012753369506393695,0.0006911912826859543,0.000781891425774107,4.0874665724043466e-05,0.005295318063262604,0.46425697735747884,0.45824548045267555
19242,0.0006658192490491933,0.000144362074400243,0.973562418458933,7.326058874822057e-06,7.55925265647549e-05,0.0006637674133027169,0.07085174347130936
19243,0.018790595723852225,0.7498939106093525,0.0002673821632365518,4.9947228013351325e-05,0.004596878001051662,0.3416574827063735,0.2722632279056322
19244,0.00014054900308690192,0.00015818136297309358,0.9162886550120705,6.582926729857324e-06,4.755933358492794e-05,0.000910191889292546,0.04830268982347927
19245,0.1721856410655305,0.007392176959896774,0.000325989220929282,5.040525580923797e-06,0.0016488267008297351,0.1586911507348409,0.645456114940857
19246,0.31727305590501165,0.010519161991357665,0.001413358271412866,3.559067286757924e-05,0.019741342807528976,0.11550842002376815,0.38182373601037184
19247,0.008033813194939036,0.13425831205432373,0.005987526574050227,1.1885135600941031e-05,0.003138294194814491,0.27587667082634104,0.3484236795191243
19248,0.00018888902469928933,0.0013884210029528733,0.8695620075970566,7.392371172618657e-06,8.574921950474126e-05,0.006655172681460782,0.10755355316280765
19249,0.017796592352428045,0.0012428732526197411,0.0001897007735393973,1.1226306522806329e-05,0.0003350265760476064,0.5689935651595487,0.39468640104433805
19250,0.0015958601886858009,0.0006453132968940995,0.0008015632573020615,0.8572074246688722,0.006078054434165032,0.024440876501346246,0.31431947930171594
19251,0.05429045111405912,0.000722031718961104,0.00014119210216975586,5.1302936226464895e-05,0.003221087715532038,0.6781047095476798,0.2887080592632832
19252,0.00853839136490399,0.16432693897021244,0.00017608675693210526,1.6605843925953698e-05,0.0008054676418166496,0.439355646039892,0.2417722390091507
19253,0.007339062715206616,0.0003643696644402054,0.5250548905404557,8.470581910183113e-05,0.0012953845117788256,0.09178058452312327,0.31080531973150993
19254,0.0005410885587756958,0.024411335919730274,0.0004861946594736726,0.00013487840300824806,0.013016374217699439,0.31886146842654367,0.5696239718333382
19255,0.3155714261903699,0.0001583900144062387,0.0004988396801978783,7.9131759337335e-06,0.0020304213797010637,0.1685126142038866,0.49282892541237755
19256,0.007071309001192046,0.840940135077318,0.00010871768956548453,2.1760144052224347e-05,0.0016699456988171902,0.11347009537329092,0.25872044225304675
19257,0.07878033148904741,0.0118652889157179,0.008697296088803347,4.605511107152127e-05,0.105488653050881,0.2877982055115975,0.38728747982416534
19258,0.3519764781468384,0.0027757020489686266,0.00011868038483450868,1.1428875912004408e-05,0.00013963374706249475,0.15350156808048296,0.4879640774632857
19259,0.00012764764393155025,0.00013797951960426265,0.9647837886482261,7.2214878157437845e-06,4.374232858166188e-05,0.0009439642183439958,0.03491141650906452
19260,0.023546624369376074,0.05526417847358592,0.00043106511803157064,1.8898650675208857e-05,0.006230094755252705,0.2925320979390556,0.44946022637119154
19261,0.10016638543986503,0.0005323156961722632,0.4391805805798399,9.547323898185284e-06,0.0024366361749876527,0.02319905473440032,0.3363674705436714
19262,0.17317026971554578,0.009768327335832964,0.00041381890022092004,5.966071261212281e-06,0.006890949179040795,0.2652081283158547,0.32178525432675176
19263,0.052475227221445535,0.0020123316853391964,0.00012908568759733638,3.8603821099077805e-05,0.0009483359907603828,0.40332871602769255,0.379044606236459
19264,0.030457134529072633,0.0007439773462388821,0.0002441765789981798,0.0001095575468042336,0.001391538621924025,0.639015226219402,0.3460413306068572
19265,0.009724110070436855,0.0009848336589542183,0.00018200590140952193,0.0001533129471407409,0.005919034049573302,0.3923850217085081,0.6033753329370064
19266,0.00015497747841268392,0.00018788876092779236,0.8948456230651228,6.582926729857324e-06,5.202103321086843e-05,0.0012173202329019842,0.06382272541100045
19267,0.07428313396796218,0.004251640356375449,0.00018437458772552196,3.289744444893494e-05,0.018696659278961848,0.2837078822992404,0.35169557034941246
